date,indeks,price,volume
04.12.2017,t3pa,7.63,4261500
05.12.2017,t3pa,7.49,4261500
06.12.2017,t3pa,7.38,4855000
07.12.2017,t3pa,7.23,4261500
08.12.2017,t3pa,7.24,4473000
11.12.2017,t3pa,7.1,4261500
12.12.2017,t3pa,7.37,4261500
14.12.2017,t3pa,6.96,4273000
15.12.2017,t3pa,7.07,4481000
08.01.2018,t3pa,7.83,4213000
09.01.2018,t3pa,7.68,4213000
11.01.2018,t3pa,7.89,4213000
12.01.2018,t3pa,7.79,4360000
15.01.2018,t3pa,7.72,4213000
16.01.2018,t3pa,7.77,4213000
17.01.2018,t3pa,7.99,3547000
18.01.2018,t3pa,8.26,4213000
19.01.2018,t3pa,8.6,4360000
22.01.2018,t3pa,8.7,4213000
23.01.2018,t3pa,8.88,4213000
25.01.2018,t3pa,9.34,4213000
26.01.2018,t3pa,9.02,4360000
29.01.2018,t3pa,9.06,4213000
30.01.2018,t3pa,8.86,4213000
31.01.2018,t3pa,8.78,3547000
01.02.2018,t3pa,9.37,4213000
02.02.2018,t3pa,9.04,4360000
05.02.2018,t3pa,8.66,4213000
06.02.2018,t3pa,8.84,4213000
08.02.2018,t3pa,8.93,4213000
09.02.2018,t3pa,8.97,4360000
12.02.2018,t3pa,9.08,4213000
13.02.2018,t3pa,9.53,4213000
14.02.2018,t3pa,9.88,3547000
15.02.2018,t3pa,9.64,4213000
16.02.2018,t3pa,9.53,4360000
19.02.2018,t3pa,9.58,4213000
20.02.2018,t3pa,9.7,4213000
22.02.2018,t3pa,9.56,4213000
23.02.2018,t3pa,9.68,4360000
26.02.2018,t3pa,9.56,4213000
27.02.2018,t3pa,9.54,4213000
28.02.2018,t3pa,9.99,3547000
01.03.2018,t3pa,9.92,4213000
02.03.2018,t3pa,9.89,4360000
05.03.2018,t3pa,10.05,4213000
06.03.2018,t3pa,10.28,4213000
08.03.2018,t3pa,10.77,4213000
09.03.2018,t3pa,11.1,4360000
12.03.2018,t3pa,11.32,4213000
13.03.2018,t3pa,11.03,4213000
14.03.2018,t3pa,11.25,3547000
15.03.2018,t3pa,11.09,4213000
16.03.2018,t3pa,10.97,4360000
19.03.2018,t3pa,10.96,4213000
20.03.2018,t3pa,11.17,4213000
22.03.2018,t3pa,12.54,4213000
23.03.2018,t3pa,12.37,4360000
26.03.2018,t3pa,12.8,4213000
27.03.2018,t3pa,13.26,4213000
28.03.2018,t3pa,14.05,3547000
03.04.2018,t3pa,12.9,5271500
05.04.2018,t3pa,12.65,5267000
06.04.2018,t3pa,12.68,4360000
09.04.2018,t3pa,12.96,5264500
10.04.2018,t3pa,13.1,5262000
11.04.2018,t3pa,13.55,3547000
12.04.2018,t3pa,13.15,4213000
13.04.2018,t3pa,13.8,4360000
16.04.2018,t3pa,13.84,4213000
17.04.2018,t3pa,13.82,4213000
19.04.2018,t3pa,13.99,4213000
20.04.2018,t3pa,13.05,4360000
23.04.2018,t3pa,12.75,4213000
24.04.2018,t3pa,12.73,4213000
25.04.2018,t3pa,13.09,3547000
26.04.2018,t3pa,13.39,4213000
27.04.2018,t3pa,13.28,4360000
30.04.2018,t3pa,13.35,4213000
03.05.2018,t3pa,12.77,4213000
04.05.2018,t3pa,12.78,4360000
08.05.2018,t3pa,13.51,4213000
09.05.2018,t3pa,13.92,3547000
14.05.2018,t3pa,14.2,4213000
15.05.2018,t3pa,14.7,4213000
17.05.2018,t3pa,15.05,4213000
18.05.2018,t3pa,15.2,4360000
22.05.2018,t3pa,15.88,4213000
23.05.2018,t3pa,15.81,3547000
24.05.2018,t3pa,16.23,4213000
25.05.2018,t3pa,15.89,4360000
29.05.2018,t3pa,16.25,4213000
31.05.2018,t3pa,15.4,4213000
01.06.2018,t3pa,14.9,4360000
04.06.2018,t3pa,15.28,4213000
05.06.2018,t3pa,16.35,4213000
06.06.2018,t3pa,15.7,3547000
07.06.2018,t3pa,16.14,4213000
08.06.2018,t3pa,15.78,4360000
11.06.2018,t3pa,15.7,4213000
12.06.2018,t3pa,15.08,4213000
14.06.2018,t3pa,15.44,4213000
15.06.2018,t3pa,14.62,4360000
18.06.2018,t3pa,14.52,4213000
19.06.2018,t3pa,14.35,4213000
20.06.2018,t3pa,14.43,3547000
21.06.2018,t3pa,14.2,4213000
22.06.2018,t3pa,14.78,4360000
25.06.2018,t3pa,15.03,4213000
26.06.2018,t3pa,14.86,4213000
28.06.2018,t3pa,15.22,4213000
29.06.2018,t3pa,14.85,4360000
02.07.2018,t3pa,14.95,4213000
03.07.2018,t3pa,15.15,4213000
04.07.2018,t3pa,15.35,3547000
05.07.2018,t3pa,15.4,4213000
06.07.2018,t3pa,15.55,4360000
09.07.2018,t3pa,15.85,4213000
10.07.2018,t3pa,16.15,4213000
12.07.2018,t3pa,16.22,4213000
13.07.2018,t3pa,15.8,4360000
16.07.2018,t3pa,16.14,4213000
17.07.2018,t3pa,15.87,4213000
18.07.2018,t3pa,16.17,3547000
19.07.2018,t3pa,16.46,4213000
20.07.2018,t3pa,16.9,4360000
23.07.2018,t3pa,17.2,4213000
24.07.2018,t3pa,17.45,4213000
26.07.2018,t3pa,16.99,4213000
27.07.2018,t3pa,16.91,4360000
30.07.2018,t3pa,16.9,4213000
31.07.2018,t3pa,16.87,4213000
01.08.2018,t3pa,17.38,1773500
02.08.2018,t3pa,17.58,2104000
03.08.2018,t3pa,17.62,2180000
06.08.2018,t3pa,17.62,2104000
07.08.2018,t3pa,17.47,2104000
09.08.2018,t3pa,17.47,2104000
10.08.2018,t3pa,17.72,2180000
13.08.2018,t3pa,17.93,2104000
14.08.2018,t3pa,18.03,2104000
16.08.2018,t3pa,18,2104000
17.08.2018,t3pa,18.1,2180000
20.08.2018,t3pa,18.2,2104000
21.08.2018,t3pa,18.55,2104000
23.08.2018,t3pa,20.05,2104000
24.08.2018,t3pa,20.55,2180000
28.08.2018,t3pa,21.3,2104000
29.08.2018,t3pa,20.9,1773500
30.08.2018,t3pa,21.09,2104000
31.08.2018,t3pa,21.11,2180000
03.09.2018,t3pa,20.45,4213000
04.09.2018,t3pa,20.5,4213000
07.09.2018,t3pa,22.51,4360000
10.09.2018,t3pa,24.85,4213000
11.09.2018,t3pa,24.15,4213000
12.09.2018,t3pa,23.55,3547000
13.09.2018,t3pa,21.9,4213000
14.09.2018,t3pa,19.51,4360000
17.09.2018,t3pa,20.6,4213000
18.09.2018,t3pa,20.75,4213000
20.09.2018,t3pa,21.8,4213000
24.09.2018,t3pa,22.39,4213000
25.09.2018,t3pa,21.9,4213000
26.09.2018,t3pa,20.4,3547000
27.09.2018,t3pa,19.87,4213000
28.09.2018,t3pa,20.3,5450000
01.10.2018,t3pa,20.7,4213000
02.10.2018,t3pa,21.45,4213000
04.10.2018,t3pa,21.15,4213000
05.10.2018,t3pa,21.14,5450000
08.10.2018,t3pa,22.09,4213000
09.10.2018,t3pa,21.32,4213000
10.10.2018,t3pa,20.7,3547000
11.10.2018,t3pa,18.57,4213000
12.10.2018,t3pa,19.95,5450000
15.10.2018,t3pa,20.03,4213000
16.10.2018,t3pa,17.9,4213000
18.10.2018,t3pa,18.53,4213000
19.10.2018,t3pa,19.17,5450000
22.10.2018,t3pa,19.1,4213000
23.10.2018,t3pa,18.5,4213000
24.10.2018,t3pa,19.1,3547000
25.10.2018,t3pa,18.72,4213000
26.10.2018,t3pa,18.98,4360000
29.10.2018,t3pa,17.91,4213000
30.10.2018,t3pa,16.87,4213000
01.11.2018,t3pa,15.85,4213000
02.11.2018,t3pa,16.15,4360000
05.11.2018,t3pa,16.4,4213000
06.11.2018,t3pa,16.99,4213000
07.11.2018,t3pa,18.25,3547000
08.11.2018,t3pa,19.56,4213000
09.11.2018,t3pa,19.25,4360000
12.11.2018,t3pa,20.01,4213000
13.11.2018,t3pa,19.76,4213000
15.11.2018,t3pa,18.46,4213000
19.11.2018,t3pa,18.43,4213000
20.11.2018,t3pa,19.4,4213000
21.11.2018,t3pa,19.84,3547000
22.11.2018,t3pa,20.3,4213000
26.11.2018,t3pa,19.71,4213000
27.11.2018,t3pa,19.77,4213000
29.11.2018,t3pa,19.35,4213000
03.12.2018,t3pa,20.52,4213000
04.12.2018,t3pa,20.35,4213000
05.12.2018,t3pa,20.21,3543000
06.12.2018,t3pa,18.55,4213000
10.12.2018,t3pa,19.77,4213000
11.12.2018,t3pa,20.77,4213000
13.12.2018,t3pa,21.88,4213000
17.12.2018,t3pa,23.4,4148000
07.01.2019,t3pa,23.01,2495000
08.01.2019,t3pa,22.4,2495000
10.01.2019,t3pa,21.4,2495000
14.01.2019,t3pa,21.95,2495000
15.01.2019,t3pa,22.55,2495000
16.01.2019,t3pa,22.72,4428500
17.01.2019,t3pa,23.55,2495000
21.01.2019,t3pa,24.22,2495000
22.01.2019,t3pa,24.42,2495000
24.01.2019,t3pa,24.6,2495000
28.01.2019,t3pa,23.01,2495000
29.01.2019,t3pa,22.43,2495000
30.01.2019,t3pa,22.91,4428500
31.01.2019,t3pa,22.3,2495000
01.02.2019,t3pa,21.38,3209000
04.02.2019,t3pa,21.38,2495000
05.02.2019,t3pa,22.93,2495000
07.02.2019,t3pa,23.8,2495000
08.02.2019,t3pa,23.28,3209000
11.02.2019,t3pa,21.8,2495000
12.02.2019,t3pa,21.71,2495000
13.02.2019,t3pa,20.01,4428500
14.02.2019,t3pa,20.86,2495000
15.02.2019,t3pa,19.99,3209000
18.02.2019,t3pa,20.14,2495000
19.02.2019,t3pa,20.26,2495000
21.02.2019,t3pa,19.85,2495000
22.02.2019,t3pa,18.35,3209000
25.02.2019,t3pa,18.62,2495000
26.02.2019,t3pa,19.6,2495000
27.02.2019,t3pa,20.31,4428500
28.02.2019,t3pa,20.9,2495000
01.03.2019,t3pa,21.31,3209000
04.03.2019,t3pa,22.12,2495000
05.03.2019,t3pa,22.86,2495000
07.03.2019,t3pa,22.03,2495000
08.03.2019,t3pa,22.88,3209000
11.03.2019,t3pa,22.6,2495000
12.03.2019,t3pa,22.48,2495000
13.03.2019,t3pa,21.99,4428500
14.03.2019,t3pa,22.23,2495000
15.03.2019,t3pa,22.77,3209000
18.03.2019,t3pa,21.5,2495000
19.03.2019,t3pa,21.35,2495000
21.03.2019,t3pa,21.1,2495000
22.03.2019,t3pa,20.64,3209000
25.03.2019,t3pa,20.6,2495000
26.03.2019,t3pa,21.17,2495000
27.03.2019,t3pa,21.45,4428500
28.03.2019,t3pa,21.55,2495000
29.03.2019,t3pa,21.83,3209000
01.04.2019,t3pa,21.06,2495000
02.04.2019,t3pa,21.4,2495000
04.04.2019,t3pa,23.65,2495000
05.04.2019,t3pa,24.17,3209000
08.04.2019,t3pa,24.07,2495000
09.04.2019,t3pa,25.2,2495000
10.04.2019,t3pa,26.21,4428500
11.04.2019,t3pa,25.88,2495000
12.04.2019,t3pa,26.72,3209000
15.04.2019,t3pa,27,2495000
16.04.2019,t3pa,26.8,2495000
18.04.2019,t3pa,26.92,2495000
23.04.2019,t3pa,27.17,2495000
24.04.2019,t3pa,27.02,4428500
25.04.2019,t3pa,27.46,2495000
26.04.2019,t3pa,26.79,3209000
29.04.2019,t3pa,25.81,2495000
30.04.2019,t3pa,25.85,2495000
02.05.2019,t3pa,25.04,2495000
03.05.2019,t3pa,24.32,3209000
07.05.2019,t3pa,25.65,2495000
08.05.2019,t3pa,25.82,4428500
09.05.2019,t3pa,26.81,2495000
10.05.2019,t3pa,26.35,3209000
13.05.2019,t3pa,25.25,2495000
14.05.2019,t3pa,25.03,2495000
16.05.2019,t3pa,25.81,2495000
17.05.2019,t3pa,25.01,3209000
20.05.2019,t3pa,24.91,2495000
21.05.2019,t3pa,25.01,2495000
22.05.2019,t3pa,25.4,4428500
23.05.2019,t3pa,26.05,2495000
24.05.2019,t3pa,25.61,3209000
28.05.2019,t3pa,25.3,2495000
03.06.2019,t3pa,23.96,2775500
04.06.2019,t3pa,23.86,2775500
05.06.2019,t3pa,24.42,4428500
06.06.2019,t3pa,24.07,2775500
07.06.2019,t3pa,24.24,3209000
11.06.2019,t3pa,25.12,2775500
13.06.2019,t3pa,24.92,2775500
14.06.2019,t3pa,24.67,3209000
17.06.2019,t3pa,24.78,2775500
18.06.2019,t3pa,24.98,2775500
19.06.2019,t3pa,24.98,4428500
20.06.2019,t3pa,24.86,2775500
21.06.2019,t3pa,24.87,3209000
24.06.2019,t3pa,25.64,2775500
27.06.2019,t3pa,27.1,3469000
28.06.2019,t3pa,26.4,3209000
01.07.2019,t3pa,26.72,3469000
02.07.2019,t3pa,27.22,3469000
03.07.2019,t3pa,26.33,4428500
04.07.2019,t3pa,26.22,3470500
05.07.2019,t3pa,25.84,3209000
08.07.2019,t3pa,26.6,2775500
09.07.2019,t3pa,26.68,2775500
11.07.2019,t3pa,28.5,2775500
12.07.2019,t3pa,28.25,3209000
15.07.2019,t3pa,29.15,2775500
16.07.2019,t3pa,29.1,2775000
17.07.2019,t3pa,27.97,4428500
18.07.2019,t3pa,27.99,2775000
19.07.2019,t3pa,28.15,3209000
22.07.2019,t3pa,28.96,2775000
23.07.2019,t3pa,29.05,2775000
25.07.2019,t3pa,29.46,2775000
26.07.2019,t3pa,28.51,3209000
29.07.2019,t3pa,28.8,2775000
30.07.2019,t3pa,28.18,2775000
31.07.2019,t3pa,28.04,4428500
01.08.2019,t3pa,28.9,1387500
02.08.2019,t3pa,29.1,1604500
05.08.2019,t3pa,28.82,1387500
06.08.2019,t3pa,28.48,1387500
08.08.2019,t3pa,28.68,1387500
09.08.2019,t3pa,28.37,1604500
12.08.2019,t3pa,27.7,1387500
13.08.2019,t3pa,27.1,1387500
14.08.2019,t3pa,27.15,2214500
15.08.2019,t3pa,26.41,1387500
16.08.2019,t3pa,26.12,1604500
19.08.2019,t3pa,26.25,1387500
20.08.2019,t3pa,26.94,1387500
22.08.2019,t3pa,25.78,1387500
23.08.2019,t3pa,25.33,1604500
27.08.2019,t3pa,25.25,1387500
28.08.2019,t3pa,26,2214500
29.08.2019,t3pa,25.93,1505500
30.08.2019,t3pa,26.8,1604500
02.09.2019,t3pa,25.4,2744500
03.09.2019,t3pa,24.82,2744500
06.09.2019,t3pa,25.46,2834500
09.09.2019,t3pa,25.01,2744500
10.09.2019,t3pa,25.5,2744500
11.09.2019,t3pa,26.68,4714500
12.09.2019,t3pa,26.55,2744500
13.09.2019,t3pa,26.22,2834500
16.09.2019,t3pa,26.58,2744500
17.09.2019,t3pa,26.75,2744500
19.09.2019,t3pa,25.56,2744500
20.09.2019,t3pa,26.17,2834500
23.09.2019,t3pa,25.93,2744500
24.09.2019,t3pa,25.59,2744500
25.09.2019,t3pa,25.17,4714500
26.09.2019,t3pa,25.21,2744500
27.09.2019,t3pa,25.3,2834500
30.09.2019,t3pa,25.03,2744500
01.10.2019,t3pa,24.4,2744500
03.10.2019,t3pa,24.03,2744500
04.10.2019,t3pa,23.41,2834500
07.10.2019,t3pa,22.77,2744500
08.10.2019,t3pa,23.37,2744500
09.10.2019,t3pa,22.16,4714500
10.10.2019,t3pa,22.83,2744500
11.10.2019,t3pa,23.62,2834500
14.10.2019,t3pa,23.82,2744500
15.10.2019,t3pa,24.48,2744500
17.10.2019,t3pa,25.96,2744500
18.10.2019,t3pa,25.64,2834500
21.10.2019,t3pa,25.9,2744500
22.10.2019,t3pa,25.7,2744500
23.10.2019,t3pa,25.09,4714500
24.10.2019,t3pa,24.61,2744500
25.10.2019,t3pa,24.86,2834500
28.10.2019,t3pa,24.68,2744000
29.10.2019,t3pa,25.4,2744000
31.10.2019,t3pa,25.95,2744000
01.11.2019,t3pa,25.71,2834500
04.11.2019,t3pa,24.93,2744000
05.11.2019,t3pa,25.8,2744000
06.11.2019,t3pa,25.1,4714500
07.11.2019,t3pa,24.86,2744000
08.11.2019,t3pa,24.62,2834500
11.11.2019,t3pa,25.21,2744000
12.11.2019,t3pa,24.95,2744000
14.11.2019,t3pa,24.28,2744000
15.11.2019,t3pa,23.41,2834500
18.11.2019,t3pa,23.41,2744000
19.11.2019,t3pa,23.62,2744000
20.11.2019,t3pa,23.34,4714500
21.11.2019,t3pa,23.96,2744000
22.11.2019,t3pa,24.32,2834500
25.11.2019,t3pa,24.52,2744000
26.11.2019,t3pa,24.29,2744000
28.11.2019,t3pa,24.91,2744000
29.11.2019,t3pa,25.03,2834500
02.12.2019,t3pa,24.62,2744000
03.12.2019,t3pa,24.41,2744000
04.12.2019,t3pa,24.1,4717500
05.12.2019,t3pa,24.5,2744000
06.12.2019,t3pa,24.7,2834500
09.12.2019,t3pa,24.4,2744000
10.12.2019,t3pa,24.98,2744000
12.12.2019,t3pa,24.62,2744000
13.12.2019,t3pa,25.33,2840000
16.12.2019,t3pa,24.21,3013000
07.01.2020,t3pa,24.06,2717500
09.01.2020,t3pa,24.01,2717500
10.01.2020,t3pa,24.48,2363000
13.01.2020,t3pa,24.03,2717500
14.01.2020,t3pa,23.74,2717500
15.01.2020,t3pa,24.2,5332000
16.01.2020,t3pa,24.85,2717500
17.01.2020,t3pa,25.01,2363000
20.01.2020,t3pa,25.6,2717500
21.01.2020,t3pa,25.1,2717500
23.01.2020,t3pa,24.65,2717500
24.01.2020,t3pa,24.48,2363000
27.01.2020,t3pa,24.04,2717500
28.01.2020,t3pa,24.55,2717500
29.01.2020,t3pa,24.04,5332000
30.01.2020,t3pa,23.74,2717500
31.01.2020,t3pa,23.48,2363000
03.02.2020,t3pa,23.2,2717500
04.02.2020,t3pa,23.33,2717500
06.02.2020,t3pa,23.4,2717500
07.02.2020,t3pa,23.17,2363000
10.02.2020,t3pa,22.91,2717500
11.02.2020,t3pa,23.15,2717500
12.02.2020,t3pa,23.35,5332000
13.02.2020,t3pa,23.52,2717500
14.02.2020,t3pa,24.27,2363000
17.02.2020,t3pa,24.11,2717500
18.02.2020,t3pa,24.8,2717500
20.02.2020,t3pa,25.5,2717500
21.02.2020,t3pa,25.15,2363000
24.02.2020,t3pa,24.64,2717500
25.02.2020,t3pa,24.32,2717500
26.02.2020,t3pa,23.85,5332000
27.02.2020,t3pa,23.8,2717500
28.02.2020,t3pa,23.46,2363000
02.03.2020,t3pa,23.96,2717500
03.03.2020,t3pa,23.26,2717500
05.03.2020,t3pa,23.9,2717500
06.03.2020,t3pa,23.36,2363000
09.03.2020,t3pa,22.65,2717500
10.03.2020,t3pa,23.76,2717500
11.03.2020,t3pa,23.63,5332000
12.03.2020,t3pa,22.85,2717500
13.03.2020,t3pa,22.78,2363000
16.03.2020,t3pa,20.64,2717500
19.03.2020,t3pa,16.03,3396500
20.03.2020,t3pa,16.35,2363000
23.03.2020,t3pa,14.6,3396500
24.03.2020,t3pa,16.25,3396500
25.03.2020,t3pa,16.95,5332000
26.03.2020,t3pa,16.3,3398000
27.03.2020,t3pa,16.55,2363000
30.03.2020,t3pa,16.32,2717500
31.03.2020,t3pa,17.4,2717500
02.04.2020,t3pa,17.52,2717500
03.04.2020,t3pa,17.9,2363000
06.04.2020,t3pa,18.36,2717500
07.04.2020,t3pa,21.11,2717500
08.04.2020,t3pa,20.07,5332000
09.04.2020,t3pa,21.4,2717500
14.04.2020,t3pa,20.17,2717500
16.04.2020,t3pa,20.1,2717500
17.04.2020,t3pa,21.87,2363000
20.04.2020,t3pa,21.24,2717000
21.04.2020,t3pa,20.4,2717000
22.04.2020,t3pa,19.75,5332000
23.04.2020,t3pa,20.24,2717000
24.04.2020,t3pa,20.49,2363000
27.04.2020,t3pa,20.4,2717000
28.04.2020,t3pa,19.99,2717000
30.04.2020,t3pa,19.97,2717000
05.05.2020,t3pa,19.01,2717000
06.05.2020,t3pa,18.85,5332000
07.05.2020,t3pa,19,2717000
08.05.2020,t3pa,19.38,2363000
11.05.2020,t3pa,18.81,2717000
12.05.2020,t3pa,18.72,2717000
14.05.2020,t3pa,18.37,2717000
15.05.2020,t3pa,19.02,2363000
18.05.2020,t3pa,19.3,2717000
19.05.2020,t3pa,20.02,2717000
20.05.2020,t3pa,20.11,5332000
26.05.2020,t3pa,21.45,2717000
28.05.2020,t3pa,20.95,2717000
29.05.2020,t3pa,21.7,2363000
02.06.2020,t3pa,21.15,2717000
03.06.2020,t3pa,21.98,5332000
04.06.2020,t3pa,21.77,2717000
05.06.2020,t3pa,22.5,2363000
08.06.2020,t3pa,22.66,2717000
09.06.2020,t3pa,22.3,2717000
11.06.2020,t3pa,22.2,2717000
12.06.2020,t3pa,22.15,2363000
15.06.2020,t3pa,21.8,2717000
16.06.2020,t3pa,22.87,2717000
17.06.2020,t3pa,22.81,5332000
18.06.2020,t3pa,23.63,2717000
19.06.2020,t3pa,24.18,2363000
22.06.2020,t3pa,24.15,2717000
23.06.2020,t3pa,24.85,2717000
25.06.2020,t3pa,25.15,2717000
26.06.2020,t3pa,24.9,2363000
29.06.2020,t3pa,24.74,2717000
30.06.2020,t3pa,25.99,2717000
01.07.2020,t3pa,26.88,5332000
02.07.2020,t3pa,27.25,2717000
03.07.2020,t3pa,27,2363000
06.07.2020,t3pa,28.86,2717000
07.07.2020,t3pa,29.34,2717000
09.07.2020,t3pa,28.48,2717000
10.07.2020,t3pa,27.66,2363000
13.07.2020,t3pa,30.04,2717000
14.07.2020,t3pa,29.2,2717000
15.07.2020,t3pa,29.81,5332000
16.07.2020,t3pa,28.13,3594000
17.07.2020,t3pa,26.85,2363000
20.07.2020,t3pa,26.85,3594000
21.07.2020,t3pa,26.34,3594000
23.07.2020,t3pa,26.76,3594000
24.07.2020,t3pa,26.57,2363000
27.07.2020,t3pa,25.53,3594000
28.07.2020,t3pa,25.03,3594000
29.07.2020,t3pa,25.96,5332000
30.07.2020,t3pa,25.34,3594000
31.07.2020,t3pa,26.3,2363000
03.08.2020,t3pa,25.81,1797000
04.08.2020,t3pa,25.95,1797000
06.08.2020,t3pa,26.95,1797000
07.08.2020,t3pa,26.16,1181500
10.08.2020,t3pa,26.92,1797000
11.08.2020,t3pa,26.71,1797000
12.08.2020,t3pa,25.55,2666000
13.08.2020,t3pa,25.94,1797000
14.08.2020,t3pa,25.25,1181500
17.08.2020,t3pa,25.42,1797000
18.08.2020,t3pa,26.05,1797000
20.08.2020,t3pa,25.7,1797000
21.08.2020,t3pa,25.36,1181500
24.08.2020,t3pa,26.6,1797000
25.08.2020,t3pa,27.33,1797000
26.08.2020,t3pa,28.42,2668500
27.08.2020,t3pa,28.03,1901000
28.08.2020,t3pa,29.5,1187000
01.09.2020,t3pa,28.28,3952000
04.09.2020,t3pa,28.8,2593000
07.09.2020,t3pa,26.9,3952000
08.09.2020,t3pa,27.25,3952000
09.09.2020,t3pa,26.45,6398500
10.09.2020,t3pa,27.46,3952000
11.09.2020,t3pa,28.05,2593000
14.09.2020,t3pa,28.66,3952000
15.09.2020,t3pa,29.99,3952000
17.09.2020,t3pa,29.1,3952000
18.09.2020,t3pa,28.36,2593000
21.09.2020,t3pa,27.12,3952000
22.09.2020,t3pa,26.75,3952000
23.09.2020,t3pa,27.31,6398500
24.09.2020,t3pa,26.28,3952000
25.09.2020,t3pa,26.2,2593000
28.09.2020,t3pa,26.28,3952000
29.09.2020,t3pa,27.09,3952000
01.10.2020,t3pa,26.41,3952000
02.10.2020,t3pa,26.11,2593000
05.10.2020,t3pa,26.79,3952000
06.10.2020,t3pa,26.68,3952000
07.10.2020,t3pa,27.43,6398500
08.10.2020,t3pa,26.4,3952000
09.10.2020,t3pa,26,2593000
12.10.2020,t3pa,25.54,3952000
13.10.2020,t3pa,25.3,3952000
15.10.2020,t3pa,25.15,3952000
16.10.2020,t3pa,25.46,2593000
19.10.2020,t3pa,24.85,3952000
20.10.2020,t3pa,24.44,3952000
21.10.2020,t3pa,23.96,6398500
22.10.2020,t3pa,23.6,3952000
23.10.2020,t3pa,24.92,2593000
26.10.2020,t3pa,24.33,3952000
27.10.2020,t3pa,23.55,3952000
29.10.2020,t3pa,23.07,3951500
30.10.2020,t3pa,23.45,2593000
02.11.2020,t3pa,23.02,3951500
03.11.2020,t3pa,24.4,3951500
04.11.2020,t3pa,23.99,6398500
05.11.2020,t3pa,25.55,3951500
06.11.2020,t3pa,25.2,2593000
09.11.2020,t3pa,25.41,3951500
10.11.2020,t3pa,26.47,3951500
12.11.2020,t3pa,25.9,3951500
13.11.2020,t3pa,26.31,2593000
16.11.2020,t3pa,26.67,3951500
17.11.2020,t3pa,27.12,3951500
18.11.2020,t3pa,27.42,6398500
19.11.2020,t3pa,26.72,3951500
20.11.2020,t3pa,26.8,2593000
23.11.2020,t3pa,27.25,3951500
24.11.2020,t3pa,26.97,3951500
26.11.2020,t3pa,27.77,3951500
27.11.2020,t3pa,28.23,2593000
30.11.2020,t3pa,28.82,3951500
01.12.2020,t3pa,29.24,3951500
02.12.2020,t3pa,28.9,6398500
03.12.2020,t3pa,29.1,3951500
04.12.2020,t3pa,30,2593000
07.12.2020,t3pa,29.49,3951500
08.12.2020,t3pa,29.69,3951500
10.12.2020,t3pa,30.04,3951500
11.12.2020,t3pa,30.45,2598500
14.12.2020,t3pa,30.92,3959500
29.01.2021,t3pa,33.51,2651000
01.02.2021,t3pa,32.66,3288500
02.02.2021,t3pa,33.2,3288500
03.02.2021,t3pa,38,2575000
04.02.2021,t3pa,36.51,3288500
05.02.2021,t3pa,37.61,2651000
08.02.2021,t3pa,38.62,3288500
09.02.2021,t3pa,37.58,3288500
10.02.2021,t3pa,37.7,2575000
11.02.2021,t3pa,39.62,3288500
12.02.2021,t3pa,37.8,2651000
15.02.2021,t3pa,39.82,3288500
16.02.2021,t3pa,40.19,3288500
17.02.2021,t3pa,38.42,2575000
18.02.2021,t3pa,38.01,3288500
19.02.2021,t3pa,38.36,2651000
22.02.2021,t3pa,36.84,3288500
23.02.2021,t3pa,37.5,3288500
24.02.2021,t3pa,38.42,2575000
25.02.2021,t3pa,38.88,3288500
26.02.2021,t3pa,37.51,2651000
01.03.2021,t3pa,37.66,3288500
02.03.2021,t3pa,37.25,3288500
03.03.2021,t3pa,37.56,2575000
04.03.2021,t3pa,36.9,3288500
05.03.2021,t3pa,38.08,2651000
08.03.2021,t3pa,38.41,3288500
09.03.2021,t3pa,39.4,3288500
10.03.2021,t3pa,41,2575000
11.03.2021,t3pa,40.92,3288500
12.03.2021,t3pa,41.52,2651000
15.03.2021,t3pa,42.84,3288500
16.03.2021,t3pa,41.92,3288500
17.03.2021,t3pa,41.52,2575000
18.03.2021,t3pa,43.35,3288500
19.03.2021,t3pa,41.91,2651000
22.03.2021,t3pa,41.8,3288500
23.03.2021,t3pa,41.77,3288500
24.03.2021,t3pa,40.94,2575000
25.03.2021,t3pa,40.69,3290000
26.03.2021,t3pa,40.86,2651000
29.03.2021,t3pa,40.71,3288500
30.03.2021,t3pa,42.25,3288500
31.03.2021,t3pa,42.26,2575000
01.04.2021,t3pa,42.04,3288500
06.04.2021,t3pa,43.05,3288500
07.04.2021,t3pa,43.63,2575000
08.04.2021,t3pa,43.45,3288500
09.04.2021,t3pa,43.18,2651000
12.04.2021,t3pa,43.86,3288500
13.04.2021,t3pa,44.1,3288500
14.04.2021,t3pa,43.9,2575000
15.04.2021,t3pa,43.99,3288500
16.04.2021,t3pa,44.5,2651000
19.04.2021,t3pa,44.66,3288500
20.04.2021,t3pa,44.2,3288500
21.04.2021,t3pa,44.85,2575000
22.04.2021,t3pa,46.6,3288500
23.04.2021,t3pa,46.41,2651000
26.04.2021,t3pa,47.24,3288500
27.04.2021,t3pa,46.55,3288500
28.04.2021,t3pa,48,2575000
29.04.2021,t3pa,47.25,3288500
30.04.2021,t3pa,47.68,2651000
04.05.2021,t3pa,49.33,3288500
05.05.2021,t3pa,48.62,2575000
06.05.2021,t3pa,49.45,3288500
07.05.2021,t3pa,49.46,2651000
10.05.2021,t3pa,51.81,3288500
11.05.2021,t3pa,51.59,3288500
12.05.2021,t3pa,53.95,2575000
