date,indeks,price,volume
17.05.2021,t3pa,55.57,3288500
18.05.2021,t3pa,55.53,3288500
19.05.2021,t3pa,52.12,2575000
20.05.2021,t3pa,50.84,3288500
21.05.2021,t3pa,52.71,2651000
25.05.2021,t3pa,53.09,3288500
26.05.2021,t3pa,54.07,2575000
27.05.2021,t3pa,52.11,3288500
28.05.2021,t3pa,51.08,2651000
01.06.2021,t3pa,52.58,3288500
02.06.2021,t3pa,51.5,2575000
03.06.2021,t3pa,51.9,3288500
04.06.2021,t3pa,49.55,2651000
07.06.2021,t3pa,48.56,3288500
08.06.2021,t3pa,52.03,3288500
09.06.2021,t3pa,53.7,2575000
10.06.2021,t3pa,53.3,3288500
11.06.2021,t3pa,53.12,2651000
14.06.2021,t3pa,53.6,3288500
15.06.2021,t3pa,51.18,3288500
16.06.2021,t3pa,50.83,2575000
17.06.2021,t3pa,50.84,3288500
18.06.2021,t3pa,51.51,2651000
21.06.2021,t3pa,52.09,3288500
22.06.2021,t3pa,52.97,3288500
23.06.2021,t3pa,53.62,2575000
24.06.2021,t3pa,54.85,3288500
25.06.2021,t3pa,55.69,2651000
28.06.2021,t3pa,55.06,3288500
29.06.2021,t3pa,55.39,3290000
30.06.2021,t3pa,55.57,2575000
01.07.2021,t3pa,58.01,3288500
02.07.2021,t3pa,57.11,2651000
05.07.2021,t3pa,57.91,3288500
06.07.2021,t3pa,57.15,3288500
07.07.2021,t3pa,53.98,2575000
08.07.2021,t3pa,51.09,3288500
09.07.2021,t3pa,53.85,2651000
12.07.2021,t3pa,52.5,3288500
13.07.2021,t3pa,52.44,3288500
14.07.2021,t3pa,52,2575000
15.07.2021,t3pa,52.28,3288500
16.07.2021,t3pa,53.33,2651000
19.07.2021,t3pa,53.55,3288500
20.07.2021,t3pa,51.74,3288500
21.07.2021,t3pa,51.7,2575000
22.07.2021,t3pa,51.44,3288500
23.07.2021,t3pa,50.13,2651000
26.07.2021,t3pa,51.79,3288500
27.07.2021,t3pa,52.8,3288500
28.07.2021,t3pa,53.45,2575000
29.07.2021,t3pa,54.02,3288500
30.07.2021,t3pa,53,2651000
02.08.2021,t3pa,54.6,1644500
03.08.2021,t3pa,54.17,1644500
04.08.2021,t3pa,55,1287500
05.08.2021,t3pa,54.84,1644500
06.08.2021,t3pa,56.72,1325500
09.08.2021,t3pa,56,1644500
10.08.2021,t3pa,57.1,1644500
11.08.2021,t3pa,56.69,1287500
12.08.2021,t3pa,57.36,1644500
13.08.2021,t3pa,55.6,1325500
16.08.2021,t3pa,57.18,1644500
17.08.2021,t3pa,57.4,1644500
18.08.2021,t3pa,57.7,1287500
19.08.2021,t3pa,55.81,1644500
20.08.2021,t3pa,54.4,1325500
23.08.2021,t3pa,55.95,1644500
24.08.2021,t3pa,55.72,1644500
25.08.2021,t3pa,56.63,1300500
26.08.2021,t3pa,55.61,1644500
27.08.2021,t3pa,57.51,1328500
31.08.2021,t3pa,60.11,1759500
01.09.2021,t3pa,61.29,2066500
03.09.2021,t3pa,61.25,1805000
06.09.2021,t3pa,62.87,2515500
07.09.2021,t3pa,61.71,2515500
08.09.2021,t3pa,61.93,2066500
09.09.2021,t3pa,61.98,2515500
10.09.2021,t3pa,61.85,1805000
13.09.2021,t3pa,61.91,2515500
14.09.2021,t3pa,61.51,2515500
15.09.2021,t3pa,60.32,2066500
16.09.2021,t3pa,59.89,2515500
17.09.2021,t3pa,59.6,1805000
20.09.2021,t3pa,58.56,2524000
21.09.2021,t3pa,60.31,2515500
22.09.2021,t3pa,60.02,2066500
23.09.2021,t3pa,59.45,2515500
24.09.2021,t3pa,61.24,1805000
27.09.2021,t3pa,64,2515500
28.09.2021,t3pa,65,2515500
29.09.2021,t3pa,61.83,2066500
30.09.2021,t3pa,61.37,2515500
01.10.2021,t3pa,62.04,1805000
04.10.2021,t3pa,63.56,2515500
05.10.2021,t3pa,63.66,2515500
06.10.2021,t3pa,61.36,2066500
07.10.2021,t3pa,58.99,2515500
08.10.2021,t3pa,59.92,1805000
11.10.2021,t3pa,59.33,2515500
12.10.2021,t3pa,58.86,2515500
13.10.2021,t3pa,59.63,2066500
14.10.2021,t3pa,59.43,2515500
15.10.2021,t3pa,61.01,1805000
18.10.2021,t3pa,58.85,2515500
19.10.2021,t3pa,57.58,2515500
20.10.2021,t3pa,56,2066500
21.10.2021,t3pa,57.1,2515500
22.10.2021,t3pa,59.5,1805000
25.10.2021,t3pa,58.94,2515500
26.10.2021,t3pa,58.96,2515500
27.10.2021,t3pa,58.92,2066500
28.10.2021,t3pa,58.93,2515500
29.10.2021,t3pa,59.4,1805000
01.11.2021,t3pa,59.98,2515500
02.11.2021,t3pa,57.8,2515500
03.11.2021,t3pa,59.78,2066500
04.11.2021,t3pa,59.81,2515500
05.11.2021,t3pa,61.05,1805000
08.11.2021,t3pa,60.06,2515500
09.11.2021,t3pa,60.11,2515500
10.11.2021,t3pa,60.25,2066500
11.11.2021,t3pa,62.31,2515500
12.11.2021,t3pa,63.53,1805000
15.11.2021,t3pa,64.4,2515500
16.11.2021,t3pa,67.5,2515500
17.11.2021,t3pa,67.14,2066500
18.11.2021,t3pa,66.51,2515500
19.11.2021,t3pa,69.21,1805000
22.11.2021,t3pa,69.7,2515500
23.11.2021,t3pa,69.88,2515500
24.11.2021,t3pa,69.51,2066500
25.11.2021,t3pa,72.15,2515500
26.11.2021,t3pa,71.95,1805000
29.11.2021,t3pa,74.48,2515500
30.11.2021,t3pa,74.82,2515500
01.12.2021,t3pa,76.38,2066500
02.12.2021,t3pa,77.1,2515500
03.12.2021,t3pa,78.76,1805000
06.12.2021,t3pa,80,2515500
07.12.2021,t3pa,82.87,2515500
08.12.2021,t3pa,87.45,2066500
09.12.2021,t3pa,84.93,2515500
10.12.2021,t3pa,79.83,1805000
13.12.2021,t3pa,85,2515500
14.12.2021,t3pa,79.99,2515500
15.12.2021,t3pa,79.29,2074000
16.12.2021,t3pa,80.5,2515500
17.12.2021,t3pa,82.25,1807500
20.12.2021,t3pa,74.57,2542500
10.01.2022,t3pa,82.71,2449000
11.01.2022,t3pa,81.9,2449000
13.01.2022,t3pa,79.05,2449000
14.01.2022,t3pa,81.52,1944000
17.01.2022,t3pa,80.21,2449000
18.01.2022,t3pa,79.22,2449000
19.01.2022,t3pa,80.7,2658000
20.01.2022,t3pa,80.8,2449000
21.01.2022,t3pa,84.03,1944000
24.01.2022,t3pa,85.75,2449000
25.01.2022,t3pa,84.48,2449000
27.01.2022,t3pa,88.51,2449000
28.01.2022,t3pa,89.25,1944000
31.01.2022,t3pa,88.03,2449000
02.02.2022,t3pa,91.61,2658000
03.02.2022,t3pa,92.65,3062000
04.02.2022,t3pa,94.65,1944000
07.02.2022,t3pa,93.5,3062000
08.02.2022,t3pa,97.51,3062000
10.02.2022,t3pa,90.6,3059000
11.02.2022,t3pa,89.98,1944000
14.02.2022,t3pa,90.73,2449000
15.02.2022,t3pa,90.35,2449000
16.02.2022,t3pa,88.05,2658000
17.02.2022,t3pa,87.5,2449000
18.02.2022,t3pa,87.65,1944000
21.02.2022,t3pa,87.99,2449000
22.02.2022,t3pa,88.4,2449000
23.02.2022,t3pa,92.8,1108500
24.02.2022,t3pa,88,2449000
25.02.2022,t3pa,86.9,1944000
28.02.2022,t3pa,80.92,2449000
01.03.2022,t3pa,79.96,2449000
03.03.2022,t3pa,63.87,2449000
04.03.2022,t3pa,67.22,1944000
07.03.2022,t3pa,57.91,2449000
08.03.2022,t3pa,62.01,2449000
10.03.2022,t3pa,70.04,2449000
11.03.2022,t3pa,76.5,1944000
14.03.2022,t3pa,78.6,2449000
15.03.2022,t3pa,75.55,2449000
16.03.2022,t3pa,75.25,3322500
17.03.2022,t3pa,76.87,2449000
18.03.2022,t3pa,79.21,1944000
21.03.2022,t3pa,77.76,2506500
22.03.2022,t3pa,79.05,2506500
24.03.2022,t3pa,76.15,2507500
25.03.2022,t3pa,78.5,1944000
28.03.2022,t3pa,80.76,2506500
29.03.2022,t3pa,80.51,2506500
30.03.2022,t3pa,77.22,3322500
31.03.2022,t3pa,79.25,2506500
01.04.2022,t3pa,78,1944000
04.04.2022,t3pa,77.5,2506500
05.04.2022,t3pa,78.33,2506500
07.04.2022,t3pa,77.13,2506500
08.04.2022,t3pa,80.21,1944000
11.04.2022,t3pa,79.02,2506500
12.04.2022,t3pa,77.36,2506500
13.04.2022,t3pa,77.27,3322500
14.04.2022,t3pa,78.8,2506500
19.04.2022,t3pa,79.4,2506500
21.04.2022,t3pa,85.9,2506500
22.04.2022,t3pa,87.4,1944000
25.04.2022,t3pa,85.81,2506500
26.04.2022,t3pa,83.43,2506500
27.04.2022,t3pa,79.99,3322500
28.04.2022,t3pa,80.55,2506500
29.04.2022,t3pa,82.86,1944000
02.05.2022,t3pa,82.84,2506500
03.05.2022,t3pa,84.25,2506500
05.05.2022,t3pa,87.8,2506500
06.05.2022,t3pa,90.77,1944000
09.05.2022,t3pa,90.11,2506500
10.05.2022,t3pa,86.5,2506500
11.05.2022,t3pa,89,2658000
12.05.2022,t3pa,86.95,2506500
13.05.2022,t3pa,88.75,1944000
16.05.2022,t3pa,88.81,2506500
17.05.2022,t3pa,90.33,2506500
19.05.2022,t3pa,82.28,2506500
20.05.2022,t3pa,81.15,1944000
23.05.2022,t3pa,78.96,2506500
24.05.2022,t3pa,78.88,2506500
25.05.2022,t3pa,80.43,2658000
30.05.2022,t3pa,83.75,2506500
31.05.2022,t3pa,83.63,2506500
07.06.2022,t3pa,81.69,2295500
08.06.2022,t3pa,79.11,2658000
09.06.2022,t3pa,80.21,2295500
10.06.2022,t3pa,80.73,1944000
13.06.2022,t3pa,80.1,2295500
14.06.2022,t3pa,82.31,2295500
16.06.2022,t3pa,85.95,2295500
17.06.2022,t3pa,83,1944000
20.06.2022,t3pa,83.51,2295500
21.06.2022,t3pa,84.26,2295500
22.06.2022,t3pa,83.06,2658000
23.06.2022,t3pa,81.07,2295500
24.06.2022,t3pa,82.9,1944000
27.06.2022,t3pa,83.01,2295500
28.06.2022,t3pa,84.54,2296500
30.06.2022,t3pa,88.02,2295500
01.07.2022,t3pa,88.22,1944000
04.07.2022,t3pa,84.34,2295500
05.07.2022,t3pa,83.38,2295500
06.07.2022,t3pa,82.63,2658000
07.07.2022,t3pa,83.36,2295500
08.07.2022,t3pa,82.63,1944000
11.07.2022,t3pa,83.4,2295500
12.07.2022,t3pa,83.89,2295500
14.07.2022,t3pa,83,2295500
15.07.2022,t3pa,83.71,1944000
18.07.2022,t3pa,83.33,2295500
19.07.2022,t3pa,83.61,2295500
20.07.2022,t3pa,81.22,2658000
21.07.2022,t3pa,77.6,2295500
22.07.2022,t3pa,78.06,1944000
25.07.2022,t3pa,76.09,2295500
26.07.2022,t3pa,76.51,2295500
28.07.2022,t3pa,77.08,2295500
29.07.2022,t3pa,77.96,1944000
01.08.2022,t3pa,79.5,1146500
02.08.2022,t3pa,80.51,1146500
03.08.2022,t3pa,83.45,1329000
04.08.2022,t3pa,83.81,1146500
05.08.2022,t3pa,84.5,972000
08.08.2022,t3pa,84.6,1146500
09.08.2022,t3pa,84.06,1146500
11.08.2022,t3pa,86.35,1146500
12.08.2022,t3pa,87.3,972000
15.08.2022,t3pa,89.5,1146500
16.08.2022,t3pa,90.64,1146500
17.08.2022,t3pa,94.07,1329000
18.08.2022,t3pa,94,1146500
19.08.2022,t3pa,96.87,972000
22.08.2022,t3pa,97.5,1146500
23.08.2022,t3pa,92.52,1146500
25.08.2022,t3pa,89.3,1146500
26.08.2022,t3pa,89.56,982000
29.08.2022,t3pa,88.81,1146500
30.08.2022,t3pa,85.13,1295500
31.08.2022,t3pa,78.96,1334500
01.09.2022,t3pa,77.01,2510500
02.09.2022,t3pa,78.41,1861500
05.09.2022,t3pa,73.75,2510500
06.09.2022,t3pa,71.05,2510500
09.09.2022,t3pa,65.21,1861500
12.09.2022,t3pa,65.96,2510500
13.09.2022,t3pa,70.48,2510500
14.09.2022,t3pa,68.29,3101500
15.09.2022,t3pa,70.84,2510500
16.09.2022,t3pa,71,1861500
19.09.2022,t3pa,71.11,2510500
20.09.2022,t3pa,70.38,2510500
21.09.2022,t3pa,70.39,929000
22.09.2022,t3pa,69.88,2511500
23.09.2022,t3pa,67.56,1861500
26.09.2022,t3pa,66.02,2510500
27.09.2022,t3pa,67.7,2510500
28.09.2022,t3pa,64.71,3101500
29.09.2022,t3pa,64.7,2510500
30.09.2022,t3pa,66.87,1861500
03.10.2022,t3pa,64.45,2510500
04.10.2022,t3pa,66.17,2510500
06.10.2022,t3pa,65.76,2510500
07.10.2022,t3pa,67.52,1861500
10.10.2022,t3pa,67.01,2510500
11.10.2022,t3pa,66.34,2510500
12.10.2022,t3pa,65.76,3101500
13.10.2022,t3pa,66.65,2510500
14.10.2022,t3pa,67.7,1861500
17.10.2022,t3pa,66.25,2510500
18.10.2022,t3pa,67.11,2510500
20.10.2022,t3pa,67.01,2510500
21.10.2022,t3pa,67.9,1861500
24.10.2022,t3pa,68.02,2510500
25.10.2022,t3pa,74.17,2510500
26.10.2022,t3pa,76.51,3101500
27.10.2022,t3pa,77.1,2510500
28.10.2022,t3pa,80.76,1861500
31.10.2022,t3pa,78.69,2510500
01.11.2022,t3pa,78.76,2510500
03.11.2022,t3pa,76.63,2510500
04.11.2022,t3pa,78.14,1861500
07.11.2022,t3pa,76.75,2510500
08.11.2022,t3pa,76.02,2510500
09.11.2022,t3pa,75.35,3101500
10.11.2022,t3pa,71.62,2510500
11.11.2022,t3pa,73.33,1861500
14.11.2022,t3pa,74.85,2510500
15.11.2022,t3pa,74.93,2510500
17.11.2022,t3pa,73.31,2510500
18.11.2022,t3pa,72.22,1861500
21.11.2022,t3pa,73.36,2510500
22.11.2022,t3pa,73.54,2510500
23.11.2022,t3pa,74.08,3101500
24.11.2022,t3pa,76.64,2510500
25.11.2022,t3pa,79.36,1861500
28.11.2022,t3pa,77.61,2510500
29.11.2022,t3pa,78.88,2510500
01.12.2022,t3pa,86.11,2510500
02.12.2022,t3pa,85.21,1861500
05.12.2022,t3pa,85.69,2510500
06.12.2022,t3pa,86.48,2510500
07.12.2022,t3pa,87,3102500
08.12.2022,t3pa,87.91,2510500
09.12.2022,t3pa,88.26,1861500
12.12.2022,t3pa,88.35,2510500
13.12.2022,t3pa,89.01,2510500
15.12.2022,t3pa,86.16,2510500
16.12.2022,t3pa,83.41,1865500
19.12.2022,t3pa,84.1,2568500
09.01.2023,t3pa,75.27,2409000
10.01.2023,t3pa,78.61,2409000
12.01.2023,t3pa,76.8,2409000
13.01.2023,t3pa,76.42,1939500
16.01.2023,t3pa,75.05,2409000
17.01.2023,t3pa,75.04,2409000
18.01.2023,t3pa,76.25,2676000
19.01.2023,t3pa,82.06,2409000
20.01.2023,t3pa,81.01,1939500
23.01.2023,t3pa,81.52,2409000
24.01.2023,t3pa,80.88,2409000
26.01.2023,t3pa,83.51,2409000
27.01.2023,t3pa,86.71,1939500
30.01.2023,t3pa,85.2,2409000
31.01.2023,t3pa,86.68,2409000
01.02.2023,t3pa,91.91,2676000
02.02.2023,t3pa,93.5,2409000
03.02.2023,t3pa,91.15,1939500
06.02.2023,t3pa,91.78,2409000
07.02.2023,t3pa,87.52,2409000
09.02.2023,t3pa,87.36,2409000
10.02.2023,t3pa,89.7,1939500
13.02.2023,t3pa,88.86,2409000
14.02.2023,t3pa,89.96,2409000
15.02.2023,t3pa,87.75,2676000
16.02.2023,t3pa,92.85,2409000
17.02.2023,t3pa,93.69,1939500
20.02.2023,t3pa,93.73,2409000
21.02.2023,t3pa,95.35,2409000
23.02.2023,t3pa,93.26,2409000
24.02.2023,t3pa,95.83,1939500
27.02.2023,t3pa,95.12,2409000
28.02.2023,t3pa,96.33,2409000
01.03.2023,t3pa,95.89,2676000
02.03.2023,t3pa,93.25,2409000
03.03.2023,t3pa,88.81,1939500
06.03.2023,t3pa,91.01,2409000
07.03.2023,t3pa,91.56,2409000
09.03.2023,t3pa,95.43,2409000
10.03.2023,t3pa,95.16,1939500
13.03.2023,t3pa,94.36,2409000
14.03.2023,t3pa,92.34,2409000
15.03.2023,t3pa,90.31,2676000
16.03.2023,t3pa,83.25,2409000
17.03.2023,t3pa,86.5,1939500
20.03.2023,t3pa,82.46,2409000
21.03.2023,t3pa,87.14,2409000
23.03.2023,t3pa,88.27,2410500
24.03.2023,t3pa,88.09,1939500
27.03.2023,t3pa,85.18,2409000
28.03.2023,t3pa,86.54,2409000
29.03.2023,t3pa,87.16,2676000
30.03.2023,t3pa,87.42,2409000
31.03.2023,t3pa,88.61,1939500
03.04.2023,t3pa,89.82,2409000
04.04.2023,t3pa,94.12,2409000
06.04.2023,t3pa,94.3,2409000
11.04.2023,t3pa,95.52,2409000
12.04.2023,t3pa,93.9,2676000
13.04.2023,t3pa,90.51,2409000
14.04.2023,t3pa,92.3,1939500
17.04.2023,t3pa,90.55,2409000
18.04.2023,t3pa,90.55,2409000
20.04.2023,t3pa,90.68,2409000
21.04.2023,t3pa,88.6,1939500
24.04.2023,t3pa,85.7,2409000
25.04.2023,t3pa,84.73,2409000
26.04.2023,t3pa,83.31,2676000
27.04.2023,t3pa,85,2409000
28.04.2023,t3pa,84,1939500
02.05.2023,t3pa,83.24,2409000
04.05.2023,t3pa,82.23,2409000
05.05.2023,t3pa,84.38,1939500
08.05.2023,t3pa,82.99,2409000
09.05.2023,t3pa,83.84,2409000
10.05.2023,t3pa,85.85,2676000
11.05.2023,t3pa,86.75,2409000
12.05.2023,t3pa,86.67,1939500
15.05.2023,t3pa,85.7,2409000
16.05.2023,t3pa,85.05,2409000
22.05.2023,t3pa,85.2,2409000
23.05.2023,t3pa,84.32,2409000
24.05.2023,t3pa,83,2676000
25.05.2023,t3pa,81.12,2409000
26.05.2023,t3pa,81.11,1939500
30.05.2023,t3pa,79.79,2409000
01.06.2023,t3pa,78.62,2409000
02.06.2023,t3pa,78.2,1939500
05.06.2023,t3pa,78.55,2409000
06.06.2023,t3pa,80.07,2409000
07.06.2023,t3pa,78.25,2676000
08.06.2023,t3pa,81.54,2409000
09.06.2023,t3pa,83.11,1939500
12.06.2023,t3pa,83.45,2409000
13.06.2023,t3pa,86.44,2409000
15.06.2023,t3pa,91.67,2409000
16.06.2023,t3pa,89.3,1939500
19.06.2023,t3pa,90.16,2409000
20.06.2023,t3pa,91.55,2409000
21.06.2023,t3pa,90.35,2676000
22.06.2023,t3pa,87.11,2409000
23.06.2023,t3pa,88.9,1939500
26.06.2023,t3pa,86.01,2409000
27.06.2023,t3pa,85.35,2410000
29.06.2023,t3pa,86.6,2409000
30.06.2023,t3pa,85.31,1939500
03.07.2023,t3pa,87.11,2658000
04.07.2023,t3pa,85,2658000
05.07.2023,t3pa,84.84,2676000
06.07.2023,t3pa,84.18,2658000
07.07.2023,t3pa,84.82,1939500
10.07.2023,t3pa,85,2658000
11.07.2023,t3pa,83.62,2658000
13.07.2023,t3pa,84.25,2658000
14.07.2023,t3pa,85.51,1939500
17.07.2023,t3pa,84.72,2658000
18.07.2023,t3pa,84.9,2658000
19.07.2023,t3pa,86.03,2676000
20.07.2023,t3pa,87.76,2658000
21.07.2023,t3pa,89.36,1939500
24.07.2023,t3pa,90.3,2658000
25.07.2023,t3pa,90.25,2658000
27.07.2023,t3pa,88.02,2658000
28.07.2023,t3pa,87.33,1939500
31.07.2023,t3pa,86.65,2658000
01.08.2023,t3pa,84.69,1329000
02.08.2023,t3pa,81.88,1338000
03.08.2023,t3pa,83.52,1329000
04.08.2023,t3pa,83.33,970000
07.08.2023,t3pa,82.28,1329000
08.08.2023,t3pa,81.46,1329000
10.08.2023,t3pa,82.24,1329000
11.08.2023,t3pa,84.2,970000
14.08.2023,t3pa,85.34,1329000
15.08.2023,t3pa,86.71,1329000
16.08.2023,t3pa,87.01,1338000
17.08.2023,t3pa,86.84,1329000
18.08.2023,t3pa,86.68,970000
21.08.2023,t3pa,86,1329000
22.08.2023,t3pa,87.86,1329000
24.08.2023,t3pa,85.51,1329000
25.08.2023,t3pa,85.5,976500
28.08.2023,t3pa,84.7,1329000
29.08.2023,t3pa,84.64,1329000
30.08.2023,t3pa,84.57,1344500
31.08.2023,t3pa,85.52,1581500
01.09.2023,t3pa,84,2147000
04.09.2023,t3pa,83.42,3035500
05.09.2023,t3pa,83.41,3035500
08.09.2023,t3pa,82.09,2147000
11.09.2023,t3pa,80.98,3035500
12.09.2023,t3pa,80.6,3035500
13.09.2023,t3pa,80.5,3347500
14.09.2023,t3pa,81.69,3035500
15.09.2023,t3pa,82.33,2147000
18.09.2023,t3pa,80.26,3035500
19.09.2023,t3pa,79.5,3035500
21.09.2023,t3pa,81.78,3036500
22.09.2023,t3pa,84.03,2147000
25.09.2023,t3pa,83.92,3035500
26.09.2023,t3pa,82.44,3035500
27.09.2023,t3pa,81.37,3347500
28.09.2023,t3pa,81.9,3035500
29.09.2023,t3pa,81.65,2147000
02.10.2023,t3pa,80.95,3035500
03.10.2023,t3pa,79.17,3035500
04.10.2023,t3pa,78.78,1000000
05.10.2023,t3pa,80.5,3035500
06.10.2023,t3pa,79.95,2147000
09.10.2023,t3pa,80.43,3035500
10.10.2023,t3pa,81.82,3035500
11.10.2023,t3pa,82.68,3347500
12.10.2023,t3pa,83.35,3035500
13.10.2023,t3pa,84.61,2147000
16.10.2023,t3pa,83.4,3035500
17.10.2023,t3pa,81.69,3035500
19.10.2023,t3pa,79.99,3035500
20.10.2023,t3pa,81.19,2147000
23.10.2023,t3pa,79.92,3035500
24.10.2023,t3pa,80.4,3035500
25.10.2023,t3pa,79.85,3347500
26.10.2023,t3pa,79.48,3035500
27.10.2023,t3pa,79.41,2147000
30.10.2023,t3pa,79.78,3035500
31.10.2023,t3pa,77.65,3035500
02.11.2023,t3pa,77.88,3035500
03.11.2023,t3pa,78.35,2147000
06.11.2023,t3pa,76.02,3035500
07.11.2023,t3pa,75.58,3035500
08.11.2023,t3pa,74.56,3347500
09.11.2023,t3pa,75.75,3035500
10.11.2023,t3pa,76.46,2147000
13.11.2023,t3pa,77.01,3035500
14.11.2023,t3pa,76.62,3035500
16.11.2023,t3pa,79,3035500
17.11.2023,t3pa,76.55,2147000
20.11.2023,t3pa,76.35,3035500
21.11.2023,t3pa,75.69,3035500
22.11.2023,t3pa,74.84,3347500
23.11.2023,t3pa,74.5,3035500
24.11.2023,t3pa,75.9,2147000
27.11.2023,t3pa,74.57,3035500
28.11.2023,t3pa,71.71,3035500
30.11.2023,t3pa,70.79,3035500
01.12.2023,t3pa,71.45,2147000
04.12.2023,t3pa,71.34,3035500
05.12.2023,t3pa,69.94,3035500
06.12.2023,t3pa,68.71,3350000
07.12.2023,t3pa,68.76,3035500
08.12.2023,t3pa,69.84,2147000
11.12.2023,t3pa,67.82,3035500
12.12.2023,t3pa,66.72,3035500
14.12.2023,t3pa,68.45,3035500
15.12.2023,t3pa,66.6,2151000
18.12.2023,t3pa,66.49,3041500
15.01.2024,t3pa,63.5,3099500
16.01.2024,t3pa,63.2,3099500
17.01.2024,t3pa,62.96,2310000
18.01.2024,t3pa,61.28,3099500
19.01.2024,t3pa,61.93,1796000
22.01.2024,t3pa,59.74,3099500
23.01.2024,t3pa,60.55,3099500
25.01.2024,t3pa,61.95,3099500
26.01.2024,t3pa,61.95,1796000
29.01.2024,t3pa,60.81,3099500
30.01.2024,t3pa,59.82,3099500
31.01.2024,t3pa,62.27,2310000
01.02.2024,t3pa,61.09,3099500
02.02.2024,t3pa,60.92,1796000
05.02.2024,t3pa,60.68,3099500
06.02.2024,t3pa,60.25,3099500
08.02.2024,t3pa,59.85,3099500
09.02.2024,t3pa,57.24,1796000
12.02.2024,t3pa,55.84,3099500
13.02.2024,t3pa,54.24,3099500
14.02.2024,t3pa,54.07,2310000
15.02.2024,t3pa,54.87,3099500
16.02.2024,t3pa,55.12,1796000
19.02.2024,t3pa,53,3099500
20.02.2024,t3pa,51.8,3099500
22.02.2024,t3pa,51.55,3099500
23.02.2024,t3pa,49.5,1796000
26.02.2024,t3pa,50.65,3099500
27.02.2024,t3pa,51.12,3099500
28.02.2024,t3pa,54.94,2310000
29.02.2024,t3pa,54.9,3099500
01.03.2024,t3pa,53.6,1796000
04.03.2024,t3pa,51.76,3099500
05.03.2024,t3pa,59.14,3099500
07.03.2024,t3pa,56.94,3099500
08.03.2024,t3pa,57.1,1796000
11.03.2024,t3pa,54.43,3099500
12.03.2024,t3pa,54.21,3099500
13.03.2024,t3pa,54.92,2310000
14.03.2024,t3pa,54.25,3099500
15.03.2024,t3pa,57.75,1796000
18.03.2024,t3pa,59.42,3099500
19.03.2024,t3pa,59,3099500
21.03.2024,t3pa,58,3104500
22.03.2024,t3pa,57.93,1796000
25.03.2024,t3pa,62.09,3099500
26.03.2024,t3pa,63.25,3099500
27.03.2024,t3pa,60.56,2310000
28.03.2024,t3pa,59.86,3099500
02.04.2024,t3pa,57.07,3099500
04.04.2024,t3pa,56.37,3099500
05.04.2024,t3pa,57.17,1796000
08.04.2024,t3pa,58.41,3099500
09.04.2024,t3pa,61.3,3099500
10.04.2024,t3pa,63,2310000
11.04.2024,t3pa,63.42,3099500
12.04.2024,t3pa,68.01,1796000
15.04.2024,t3pa,68.17,3099500
16.04.2024,t3pa,70.61,3099500
18.04.2024,t3pa,67.15,3099500
19.04.2024,t3pa,67.77,1796000
22.04.2024,t3pa,65.1,3099500
23.04.2024,t3pa,64.28,3099500
24.04.2024,t3pa,65.35,2310000
25.04.2024,t3pa,65.08,3099500
26.04.2024,t3pa,65.66,1796000
29.04.2024,t3pa,63.52,3099500
30.04.2024,t3pa,65.26,3099500
02.05.2024,t3pa,68.1,3099500
03.05.2024,t3pa,71.18,1796000
06.05.2024,t3pa,70.3,3099500
07.05.2024,t3pa,69.16,3099500
08.05.2024,t3pa,68.99,2310000
13.05.2024,t3pa,68.48,3099500
14.05.2024,t3pa,67.67,3099500
16.05.2024,t3pa,68.26,3099500
17.05.2024,t3pa,69.46,1796000
20.05.2024,t3pa,71.24,3099500
21.05.2024,t3pa,71.8,3099500
22.05.2024,t3pa,74.31,2310000
23.05.2024,t3pa,74.9,3099500
24.05.2024,t3pa,72.8,1796000
28.05.2024,t3pa,72.9,3099500
30.05.2024,t3pa,72,3099500
31.05.2024,t3pa,74.49,1796000
03.06.2024,t3pa,75.35,3099500
04.06.2024,t3pa,71.5,3099500
05.06.2024,t3pa,70.3,2310000
06.06.2024,t3pa,71,3099500
07.06.2024,t3pa,69.9,1796000
10.06.2024,t3pa,67.82,3099500
11.06.2024,t3pa,70.31,3099500
13.06.2024,t3pa,69.77,3099500
14.06.2024,t3pa,68.41,1796000
17.06.2024,t3pa,66.66,3099500
18.06.2024,t3pa,66.97,3099500
19.06.2024,t3pa,67.75,2310000
20.06.2024,t3pa,68.61,3104000
21.06.2024,t3pa,67.36,1796000
24.06.2024,t3pa,66.06,3099500
25.06.2024,t3pa,65.94,3099500
27.06.2024,t3pa,66.17,3099500
28.06.2024,t3pa,65.01,1796000
01.07.2024,t3pa,67.83,3099500
02.07.2024,t3pa,66.71,3099500
03.07.2024,t3pa,68.84,2310000
04.07.2024,t3pa,68.71,3099500
05.07.2024,t3pa,68.68,1796000
08.07.2024,t3pa,70,3099500
09.07.2024,t3pa,66.87,3099500
11.07.2024,t3pa,66.72,3099500
12.07.2024,t3pa,67.06,1796000
15.07.2024,t3pa,66.63,3099500
16.07.2024,t3pa,66.16,3099500
17.07.2024,t3pa,66.66,2310000
18.07.2024,t3pa,64.96,3099500
19.07.2024,t3pa,64.73,1796000
22.07.2024,t3pa,64.37,3099500
23.07.2024,t3pa,63.67,3099500
25.07.2024,t3pa,66.71,3099500
26.07.2024,t3pa,66.33,1796000
29.07.2024,t3pa,67.17,3099500
30.07.2024,t3pa,66.55,3099500
